growthT,assayT,biorep,generation,growthrate,CN,V,Ccell_pg,M,Ccell_umol,Np 24hrs mumolO2cell,Gp24hrs mumolO2cell,resp24hrs mumolO2cell,cellsml,NP umol C per cell per hour ,GP umol C per cell per hour ,R umol C per cell per hour 
32,30,b4,t300,0.591987438,6.742720702,6755.104412,178.0633654,0.77123826,1.48E-05,8.05E-06,1.35E-05,2.98E-06,993600,3.35E-07,5.63E-07,1.24E-07
32,30,b5,t300,0.603010534,7.349897051,9162.386989,122.1342002,0.786093901,1.02E-05,1.98E-05,2.32E-05,6.65E-06,714000,8.25E-07,9.67E-07,2.77E-07
32,30,b6,t300,0.636541732,7.480983276,6758.832802,201.0013746,0.789051416,1.68E-05,1.40E-05,2.04E-05,5.35E-06,670560,5.83E-07,8.50E-07,2.23E-07
32,32,b1,t300,0.616653238,6.836939516,8695.388356,187.1490302,0.773677301,1.56E-05,3.52E-06,6.37E-06,6.43E-07,260640,1.47E-07,2.65E-07,2.68E-08
32,32,b2,t300,0.328332625,7.191236303,19944.22886,180.3346602,0.782401417,1.50E-05,8.44E-06,1.31E-05,2.60E-06,912960,3.52E-07,5.46E-07,1.08E-07
32,32,b3,t300,0.699656053,7.640377386,14116.81211,119.2824624,0.792539242,9.94E-06,1.52E-05,2.50E-05,1.51E-05,510960,6.33E-07,1.04E-06,6.29E-07
32,32,b4,t300,0.716595746,6.742720702,13260.48258,178.0633654,0.77123826,1.48E-05,1.47E-05,2.28E-05,8.04E-06,642720,6.13E-07,9.50E-07,3.35E-07
32,32,b5,t300,0.866658183,7.349897051,17124.13015,122.1342002,0.786093901,1.02E-05,2.00E-05,2.62E-05,1.22E-05,557040,8.33E-07,1.09E-06,5.08E-07
32,32,b6,t300,1.163310248,7.480983276,8354.13218,201.0013746,0.789051416,1.68E-05,1.78E-05,2.54E-05,8.04E-06,708240,7.42E-07,1.06E-06,3.35E-07
32,35,b1,t300,0.368191395,6.836939516,7471.934126,187.1490302,0.773677301,1.56E-05,4.78E-06,7.78E-06,9.20E-07,573840,1.99E-07,3.24E-07,3.83E-08
32,35,b2,t300,0.535436916,7.191236303,14675.28943,180.3346602,0.782401417,1.50E-05,2.86E-06,5.26E-06,4.57E-07,1069680,1.19E-07,2.19E-07,1.90E-08
32,35,b3,t300,0.567772629,7.640377386,7738.943565,119.2824624,0.792539242,9.94E-06,3.93E-06,9.59E-06,2.24E-06,806400,1.64E-07,4.00E-07,9.33E-08
32,35,b4,t300,0.554023333,6.742720702,9793.943196,178.0633654,0.77123826,1.48E-05,7.21E-06,1.45E-05,3.56E-06,527040,3.00E-07,6.04E-07,1.48E-07
32,35,b5,t300,0.616567548,7.349897051,18476.49913,122.1342002,0.786093901,1.02E-05,9.93E-06,1.44E-05,4.34E-06,941040,4.14E-07,6.00E-07,1.81E-07
32,35,b6,t300,0.590494772,7.480983276,5772.12856,201.0013746,0.789051416,1.68E-05,1.31E-05,2.26E-05,7.40E-06,538320,5.46E-07,9.42E-07,3.08E-07
32,40,b1,t300,0.121982375,6.836939516,6091.483564,187.1490302,0.773677301,1.56E-05,1.23E-06,3.18E-06,1.54E-07,1596240,5.13E-08,1.33E-07,6.42E-09
32,40,b2,t300,0.344679676,7.191236303,5609.198374,180.3346602,0.782401417,1.50E-05,1.59E-06,4.71E-06,3.30E-07,1030800,6.63E-08,1.96E-07,1.38E-08
32,40,b3,t300,0.220812915,7.640377386,7643.019283,119.2824624,0.792539242,9.94E-06,1.83E-06,4.03E-06,4.05E-07,973200,7.63E-08,1.68E-07,1.69E-08
32,40,b4,t300,0.364905849,6.742720702,3687.018374,178.0633654,0.77123826,1.48E-05,1.56E-06,4.54E-06,3.13E-07,957600,6.50E-08,1.89E-07,1.30E-08
32,40,b5,t300,0.204136142,7.349897051,5836.199009,122.1342002,0.786093901,1.02E-05,5.51E-07,3.13E-06,1.40E-07,1532880,2.30E-08,1.30E-07,5.83E-09
32,40,b6,t300,0.164608452,7.480983276,2279.080002,201.0013746,0.789051416,1.68E-05,1.12E-06,4.94E-06,2.55E-07,1292880,4.67E-08,2.06E-07,1.06E-08
Ancestor,15,b1,t000,0.592354875,7.176010174,12308.00129,146.7833054,0.782040346,1.22E-05,2.15E-06,5.15E-06,5.27E-07,291500,8.96E-08,2.15E-07,2.20E-08
Ancestor,15,b2,t000,0.540183483,6.955403388,661.2239067,187.1022461,0.776671143,1.56E-05,4.59E-06,9.25E-06,1.37E-06,321750,1.91E-07,3.85E-07,5.71E-08
Ancestor,15,b3,t000,0.537528477,6.960800255,14233.52705,98.38625428,0.776805649,8.20E-06,8.99E-06,1.43E-05,5.11E-06,358000,3.75E-07,5.96E-07,2.13E-07
Ancestor,15,b4,t000,0.673456874,6.965175194,3569.802152,81.15617423,0.776914566,6.76E-06,5.39E-06,6.51E-06,8.93E-07,509000,2.25E-07,2.71E-07,3.72E-08
Ancestor,15,b5,t000,0.586473704,7.366321293,3008.529524,109.2455495,0.786468995,9.10E-06,9.18E-06,1.32E-05,4.09E-06,456500,3.83E-07,5.50E-07,1.70E-07
Ancestor,15,b6,t000,0.54362845,7.032575044,3643.836846,109.581951,0.778579199,9.13E-06,1.20E-05,3.40E-05,5.32E-06,455500,5.00E-07,1.42E-06,2.22E-07
Ancestor,20,b1,t000,0.766623741,7.176010174,3502.301317,146.7833054,0.782040346,1.22E-05,5.69E-06,1.08E-05,2.36E-06,361750,2.37E-07,4.50E-07,9.83E-08
Ancestor,20,b2,t000,0.562405103,6.955403388,3892.485828,187.1022461,0.776671143,1.56E-05,8.90E-06,1.62E-05,4.18E-06,321750,3.71E-07,6.75E-07,1.74E-07
Ancestor,20,b3,t000,0.620838936,6.960800255,5785.988223,98.38625428,0.776805649,8.20E-06,1.98E-05,2.51E-05,1.77E-05,309500,8.25E-07,1.05E-06,7.38E-07
Ancestor,20,b4,t000,0.611821868,6.965175194,3603.123485,81.15617423,0.776914566,6.76E-06,2.14E-05,2.48E-05,1.69E-05,455500,8.92E-07,1.03E-06,7.04E-07
Ancestor,20,b5,t000,0.566485495,7.366321293,3719.431674,109.2455495,0.786468995,9.10E-06,2.02E-05,2.37E-05,7.68E-06,347500,8.42E-07,9.88E-07,3.20E-07
Ancestor,20,b6,t000,0.597332712,7.032575044,2262.166136,109.581951,0.778579199,9.13E-06,2.71E-05,6.19E-05,0.000103162,337000,1.13E-06,2.58E-06,4.30E-06
Ancestor,25,b1,t000,1.089073292,7.176010174,2199.681306,146.7833054,0.782040346,1.22E-05,1.18E-05,1.75E-05,5.48E-06,477000,4.92E-07,7.29E-07,2.28E-07
Ancestor,25,b2,t000,1.483819864,6.955403388,3329.706392,187.1022461,0.776671143,1.56E-05,1.96E-05,2.46E-05,6.32E-06,292750,8.17E-07,1.03E-06,2.63E-07
Ancestor,25,b3,t000,0.970979354,6.960800255,6719.712464,98.38625428,0.776805649,8.20E-06,2.18E-05,2.75E-05,1.53E-05,534250,9.08E-07,1.15E-06,6.38E-07
Ancestor,25,b4,t000,0.66613343,6.965175194,2232.556436,81.15617423,0.776914566,6.76E-06,2.33E-05,2.46E-05,4.45E-06,337000,9.71E-07,1.03E-06,1.85E-07
Ancestor,25,b5,t000,0.899968964,7.366321293,3544.266829,109.2455495,0.786468995,9.10E-06,2.21E-05,3.33E-05,2.71E-05,274750,9.21E-07,1.39E-06,1.13E-06
Ancestor,25,b6,t000,0.659200075,7.032575044,6450.800265,109.581951,0.778579199,9.13E-06,2.09E-05,4.40E-05,5.28E-05,330750,8.71E-07,1.83E-06,2.20E-06
Ancestor,30,b1,t000,0.692348738,7.176010174,1769.964643,146.7833054,0.782040346,1.22E-05,1.28E-05,2.73E-05,1.52E-05,324750,5.33E-07,1.14E-06,6.33E-07
Ancestor,30,b2,t000,0.798234784,6.955403388,3120.85624,187.1022461,0.776671143,1.56E-05,7.74E-06,1.33E-05,2.74E-06,392500,3.23E-07,5.54E-07,1.14E-07
Ancestor,30,b3,t000,0.791744502,6.960800255,2266.512039,98.38625428,0.776805649,8.20E-06,7.62E-05,9.37E-05,0.000162455,366750,3.18E-06,3.90E-06,6.77E-06
Ancestor,30,b4,t000,0.825134655,6.965175194,6391.180739,81.15617423,0.776914566,6.76E-06,1.83E-05,2.12E-05,7.99E-06,368250,7.63E-07,8.83E-07,3.33E-07
Ancestor,30,b5,t000,0.640593931,7.366321293,2230.479081,109.2455495,0.786468995,9.10E-06,1.61E-05,2.51E-05,1.60E-05,334500,6.71E-07,1.05E-06,6.67E-07
Ancestor,30,b6,t000,0.721047434,7.032575044,4482.107498,109.581951,0.778579199,9.13E-06,3.85E-05,9.18E-05,0.000224682,257750,1.60E-06,3.83E-06,9.36E-06
Ancestor,32,b1,t000,1.495224629,7.176010174,1468.233625,146.7833054,0.782040346,1.22E-05,1.20E-05,1.59E-05,3.84E-06,425750,5.00E-07,6.63E-07,1.60E-07
Ancestor,32,b2,t000,0.953280922,6.955403388,3503.239752,187.1022461,0.776671143,1.56E-05,2.90E-06,4.88E-06,3.69E-07,394500,1.21E-07,2.03E-07,1.54E-08
Ancestor,32,b3,t000,1.021571165,6.960800255,4001.459679,98.38625428,0.776805649,8.20E-06,2.64E-05,3.85E-05,3.90E-05,399500,1.10E-06,1.60E-06,1.63E-06
Ancestor,32,b4,t000,0.640409758,6.965175194,4435.356137,81.15617423,0.776914566,6.76E-06,4.52E-06,9.95E-06,3.63E-06,504750,1.88E-07,4.15E-07,1.51E-07
Ancestor,32,b5,t000,0.872092178,7.366321293,1743.576887,109.2455495,0.786468995,9.10E-06,4.85E-06,9.76E-06,2.61E-06,543500,2.02E-07,4.07E-07,1.09E-07
Ancestor,32,b6,t000,0.853876233,7.032575044,7019.679544,109.581951,0.778579199,9.13E-06,2.23E-05,4.69E-05,6.00E-05,428750,9.29E-07,1.95E-06,2.50E-06
Ancestor,35,b1,t000,0.101934834,7.176010174,1917.456361,146.7833054,0.782040346,1.22E-05,1.50E-06,5.80E-06,5.28E-07,886750,6.25E-08,2.42E-07,2.20E-08
Ancestor,35,b2,t000,0.102589495,6.955403388,4819.675667,187.1022461,0.776671143,1.56E-05,5.03E-07,6.97E-07,6.25E-09,1108000,2.10E-08,2.90E-08,2.60E-10
Ancestor,35,b3,t000,0.364750134,6.960800255,499.7287716,98.38625428,0.776805649,8.20E-06,2.43E-06,4.59E-06,6.40E-07,1274000,1.01E-07,1.91E-07,2.67E-08
Ancestor,35,b4,t000,0.193847848,6.965175194,6956.599068,81.15617423,0.776914566,6.76E-06,6.41E-07,1.33E-06,6.50E-08,1298500,2.67E-08,5.54E-08,2.71E-09
Ancestor,35,b5,t000,0.469776031,7.366321293,1444.944679,109.2455495,0.786468995,9.10E-06,1.11E-06,2.12E-06,1.23E-07,539500,4.63E-08,8.83E-08,5.13E-09
Ancestor,35,b6,t000,0.100018473,7.032575044,3003.403104,109.581951,0.778579199,9.13E-06,1.86E-05,4.65E-05,5.68E-05,414750,7.75E-07,1.94E-06,2.37E-06
Ancestor,40,b1,t000,0.19148483,7.176010174,1805.282789,146.7833054,0.782040346,1.22E-05,1.40E-07,3.59E-07,2.50E-09,1013750,5.83E-09,1.50E-08,1.04E-10
Ancestor,40,b2,t000,0.1010498,6.955403388,13381.58636,187.1022461,0.776671143,1.56E-05,5.18E-08,1.54E-07,3.39E-10,1277000,2.16E-09,6.42E-09,1.41E-11
Ancestor,40,b3,t000,0.009458546,6.960800255,1038.339188,98.38625428,0.776805649,8.20E-06,3.53E-07,1.91E-06,6.70E-08,1745500,1.47E-08,7.96E-08,2.79E-09
Ancestor,40,b4,t000,0.104273125,6.965175194,2967.621052,81.15617423,0.776914566,6.76E-06,2.03E-07,5.72E-07,1.11E-08,1204250,8.46E-09,2.38E-08,4.63E-10
Ancestor,40,b5,t000,0.095812939,7.366321293,1889.618645,109.2455495,0.786468995,9.10E-06,1.41E-06,4.62E-06,4.96E-07,1106250,5.88E-08,1.93E-07,2.07E-08
Ancestor,40,b6,t000,0.001934874,7.032575044,4294.213656,109.581951,0.778579199,9.13E-06,5.72E-06,2.09E-05,9.48E-06,839000,2.38E-07,8.71E-07,3.95E-07
FS,15,b1,t300,0.1591034,6.876547688,3567.778685,187.9823472,0.774687179,1.57E-05,3.08E-06,3.51E-06,8.41E-08,510950,1.28E-07,1.46E-07,3.50E-09
FS,15,b2,t300,0.2016568,7.023445465,9998.07365,206.79929,0.778355174,1.72E-05,1.08E-06,1.35E-06,1.71E-08,480370,4.50E-08,5.63E-08,7.13E-10
FS,15,b3,t300,0.3240454,6.618638464,16300.17054,171.7468732,0.767944785,1.43E-05,6.84E-06,8.25E-06,6.75E-07,509960,2.85E-07,3.44E-07,2.81E-08
FS,15,b4,t300,0.2537263,7.926271056,11012.17103,191.5186038,0.798514468,1.60E-05,3.18E-06,4.17E-06,1.96E-07,472560,1.33E-07,1.74E-07,8.17E-09
FS,15,b5,t300,0.3427757,7.623068337,3073.326192,215.7537292,0.792166082,1.80E-05,1.97E-06,2.43E-06,5.02E-08,591140,8.21E-08,1.01E-07,2.09E-09
FS,15,b6,t300,0.2341969,7.024356789,2147.658941,177.9974871,0.778377557,1.48E-05,2.20E-06,2.84E-06,9.49E-08,585640,9.17E-08,1.18E-07,3.95E-09
FS,20,b1,t300,0.2681604,6.876547688,6500.796337,187.9823472,0.774687179,1.57E-05,4.36E-06,5.56E-06,3.34E-07,510840,1.82E-07,2.32E-07,1.39E-08
FS,20,b2,t300,0.3877131,7.023445465,1910.070892,206.79929,0.778355174,1.72E-05,1.21E-06,1.55E-06,2.35E-08,496760,5.04E-08,6.46E-08,9.79E-10
FS,20,b3,t300,0.3985665,6.618638464,6255.978983,171.7468732,0.767944785,1.43E-05,4.59E-06,6.13E-06,4.94E-07,523930,1.91E-07,2.55E-07,2.06E-08
FS,20,b4,t300,0.4683044,7.926271056,2223.552672,191.5186038,0.798514468,1.60E-05,3.89E-06,5.34E-06,3.54E-07,589380,1.62E-07,2.23E-07,1.48E-08
FS,20,b5,t300,0.9402448,7.623068337,4039.934678,215.7537292,0.792166082,1.80E-05,2.60E-06,3.24E-06,9.27E-08,573650,1.08E-07,1.35E-07,3.86E-09
FS,20,b6,t300,0.3878627,7.024356789,4134.313979,177.9974871,0.778377557,1.48E-05,7.38E-06,1.01E-05,1.36E-06,516120,3.08E-07,4.21E-07,5.67E-08
FS,25,b1,t300,0.9221725,6.876547688,2139.309891,187.9823472,0.774687179,1.57E-05,7.69E-06,1.06E-05,1.45E-06,515240,3.20E-07,4.42E-07,6.04E-08
FS,25,b2,t300,0.4355699,7.023445465,581.7574249,206.79929,0.778355174,1.72E-05,2.42E-06,3.17E-06,1.05E-07,512050,1.01E-07,1.32E-07,4.38E-09
FS,25,b3,t300,0.4486917,6.618638464,18356.56056,171.7468732,0.767944785,1.43E-05,3.47E-06,4.71E-06,3.01E-07,508310,1.45E-07,1.96E-07,1.25E-08
FS,25,b4,t300,0.6679831,7.926271056,2042.173298,191.5186038,0.798514468,1.60E-05,1.38E-05,1.71E-05,2.86E-06,469920,5.75E-07,7.13E-07,1.19E-07
FS,25,b5,t300,0.8632003,7.623068337,2092.902876,215.7537292,0.792166082,1.80E-05,9.25E-06,1.09E-05,8.37E-07,479930,3.85E-07,4.54E-07,3.49E-08
FS,25,b6,t300,0.7437758,7.024356789,2648.520341,177.9974871,0.778377557,1.48E-05,1.75E-05,1.96E-05,2.50E-06,464530,7.29E-07,8.17E-07,1.04E-07
FS,30,b1,t300,1.3779214,6.876547688,3421.107768,187.9823472,0.774687179,1.57E-05,9.30E-06,1.34E-05,2.43E-06,464310,3.88E-07,5.58E-07,1.01E-07
FS,30,b2,t300,0.4591273,7.023445465,3459.957404,206.79929,0.778355174,1.72E-05,2.94E-06,3.70E-06,1.30E-07,519970,1.23E-07,1.54E-07,5.42E-09
FS,30,b3,t300,1.3096636,6.618638464,2077.629019,171.7468732,0.767944785,1.43E-05,2.01E-05,2.43E-05,5.94E-06,501050,8.38E-07,1.01E-06,2.48E-07
FS,30,b4,t300,1.0369348,7.926271056,2147.658941,191.5186038,0.798514468,1.60E-05,8.80E-06,1.18E-05,1.64E-06,587400,3.67E-07,4.92E-07,6.83E-08
FS,30,b5,t300,1.048675,7.623068337,2015.860328,215.7537292,0.792166082,1.80E-05,1.39E-05,1.57E-05,1.38E-06,572770,5.79E-07,6.54E-07,5.75E-08
FS,30,b6,t300,1.6947264,7.024356789,1619.723949,177.9974871,0.778377557,1.48E-05,1.36E-05,1.74E-05,3.52E-06,564080,5.67E-07,7.25E-07,1.47E-07
FS,32,b1,t300,1.2019843,6.876547688,1100.737586,187.9823472,0.774687179,1.57E-05,1.39E-05,1.59E-05,1.80E-06,493900,5.79E-07,6.63E-07,7.50E-08
FS,32,b2,t300,1.216791485,7.023445465,279.303575,206.79929,0.778355174,1.72E-05,7.36E-06,9.39E-06,8.66E-07,516010,3.07E-07,3.91E-07,3.61E-08
FS,32,b3,t300,1.801984373,6.618638464,4132.582375,171.7468732,0.767944785,1.43E-05,4.15E-05,4.54E-05,1.11E-05,530750,1.73E-06,1.89E-06,4.63E-07
FS,32,b4,t300,1.501948394,7.926271056,4134.313979,191.5186038,0.798514468,1.60E-05,1.43E-05,1.85E-05,3.74E-06,491040,5.96E-07,7.71E-07,1.56E-07
FS,32,b5,t300,1.019248439,7.623068337,2073.104508,215.7537292,0.792166082,1.80E-05,9.59E-06,1.21E-05,1.33E-06,602800,4.00E-07,5.04E-07,5.54E-08
FS,32,b6,t300,1.029184943,7.024356789,1077.035565,177.9974871,0.778377557,1.48E-05,5.96E-06,7.54E-06,6.35E-07,569800,2.48E-07,3.14E-07,2.65E-08
FS,35,b1,t300,0.8875463,6.876547688,1426.986347,187.9823472,0.774687179,1.57E-05,7.76E-06,1.04E-05,1.33E-06,515460,3.23E-07,4.33E-07,5.54E-08
FS,35,b2,t300,0.9487111,7.023445465,6039.712255,206.79929,0.778355174,1.72E-05,2.46E-06,3.25E-06,1.13E-07,504130,1.03E-07,1.35E-07,4.71E-09
FS,35,b3,t300,2.2768622,6.618638464,5250.203063,171.7468732,0.767944785,1.43E-05,2.04E-05,2.19E-05,2.18E-06,550000,8.50E-07,9.13E-07,9.08E-08
FS,35,b4,t300,1.3201392,7.926271056,1077.035565,191.5186038,0.798514468,1.60E-05,8.19E-06,1.01E-05,1.00E-06,596200,3.41E-07,4.21E-07,4.17E-08
FS,35,b5,t300,2.2564273,7.623068337,12428.90705,215.7537292,0.792166082,1.80E-05,2.49E-05,2.70E-05,2.97E-06,529210,1.04E-06,1.13E-06,1.24E-07
FS,35,b6,t300,1.8333353,7.024356789,2648.520341,177.9974871,0.778377557,1.48E-05,5.69E-06,6.73E-06,3.98E-07,535040,2.37E-07,2.80E-07,1.66E-08
FS,40,b1,t300,0.6289056,6.876547688,9024.409969,187.9823472,0.774687179,1.57E-05,5.63E-06,1.21E-05,2.32E-06,580800,2.35E-07,5.04E-07,9.67E-08
FS,40,b2,t300,0.101294833,7.023445465,1331.735089,206.79929,0.778355174,1.72E-05,1.73E-06,4.89E-06,3.17E-07,533940,7.21E-08,2.04E-07,1.32E-08
FS,40,b3,t300,1.6126553,6.618638464,3305.86358,171.7468732,0.767944785,1.43E-05,1.26E-07,1.14E-06,8.93E-09,585310,5.25E-09,4.75E-08,3.72E-10
FS,40,b4,t300,0.1667138,7.926271056,1619.723949,191.5186038,0.798514468,1.60E-05,1.42E-08,7.05E-06,9.04E-10,551430,5.92E-10,2.94E-07,3.77E-11
FS,40,b5,t300,0.201948439,7.623068337,1545.925086,215.7537292,0.792166082,1.80E-05,2.07E-06,5.70E-06,4.18E-07,551870,8.63E-08,2.38E-07,1.74E-08
FS,40,b6,t300,0.5344294,7.024356789,3096.914718,177.9974871,0.778377557,1.48E-05,4.90E-06,7.79E-06,9.54E-07,502480,2.04E-07,3.25E-07,3.98E-08
